priority_tier	tool_name	publication_id	work_group_id	canonical_flag	duplicate_of	title	authors	doi	publication_year	venue	paper_type	evidence_role	confidence	citations	source_url	review_action	suggested_decision	risk_notes	missing_fields	record_type	review_status	trust_level	recommended_review_status	recommended_trust_level	validation_notes	group_size	group_reason	source_type	paper_url	pmid	arxiv_id
P1	Scanpy	CAND_PUB_Scanpy_4b08e6ebb832	PUBWG_CAND_PUB_Scanpy_7fdbdd740af7	false	CAND_PUB_Scanpy_7fdbdd740af7	Scirpy: A Scanpy extension for analyzing single-cell T-cell receptor sequencing data	Gregor Sturm;Tamas Szabo;Georgios Fotakis;Marlene Haider;Dietmar Rieder;Zlatko Trajanoski;Francesca Finotello	10.1101/2020.04.10.035865	2020		method_paper	primary_method_reference	0.850	4	https://doi.org/10.1101/2020.04.10.035865	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/2020.04.10.035865		
P1	Seurat	CAND_PUB_Seurat_bd75b9091845	PUBWG_CAND_PUB_Seurat_bd75b9091845	true		Seurat function argument values in scRNA-seq data analysis: potential pitfalls and refinements for biological interpretation	Mikhail Arbatsky;Ekaterina Vasilyeva;Veronika Sysoeva;Ekaterina Semina;Valeri Saveliev;Kseniya Rubina	10.3389/fbinf.2025.1519468	2025	Frontiers in Bioinformatics	method_paper	primary_method_reference	0.850	8	https://doi.org/10.3389/fbinf.2025.1519468	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.3389/fbinf.2025.1519468		
P1	Seurat	CAND_PUB_Seurat_454a78daf3a3	PUBWG_CAND_PUB_Seurat_454a78daf3a3	true		A Reproducible Pipeline for Preprocessing and Annotation of scRNA-seq Data Using Seurat and Scanpy	Vladimir Kovačević;Andreja Živić;Miloš Ivanović;Nevena Milivojević Dimitrijević;Marko Živanović	10.46793/iccbikg25.371k	2025	Book of Proceedings	method_paper	primary_method_reference	0.950	0	https://doi.org/10.46793/iccbikg25.371k	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.46793/iccbikg25.371k		
P1	Seurat	CAND_PUB_Seurat_60157e3024b4	PUBWG_CAND_PUB_Seurat_60157e3024b4	true		SeuratExplorer: An 'Shiny' App for Exploring scRNA-seq Data Processed in 'Seurat'	Yongchao Zhang	10.32614/cran.package.seuratexplorer	2025	CRAN: Contributed Packages	method_paper	primary_method_reference	0.850	0	https://doi.org/10.32614/cran.package.seuratexplorer	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.seuratexplorer		
P1	Seurat	CAND_PUB_Seurat_77855202e52e	PUBWG_CAND_PUB_Seurat_77855202e52e	true		Seurat: Tools for Single Cell Genomics	Rahul Satija	10.32614/cran.package.seurat	2017	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	20	https://doi.org/10.32614/cran.package.seurat	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.seurat		
P1	Seurat	CAND_PUB_Seurat_93163226cbf1	PUBWG_CAND_PUB_Seurat_93163226cbf1	true		Asc-Seurat – Analytical single-cell Seurat-based web application	WJ Pereira;FM Almeida;KM Balmant;DC Rodriguez;PM Triozzi;HW Schmidt;C Dervinis;GJ Pappas;M Kirst	10.1101/2021.03.19.436196	2021		method_paper	primary_method_reference	0.850	5	https://doi.org/10.1101/2021.03.19.436196	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2021.03.19.436196		
P1	Seurat	CAND_PUB_Seurat_de98c08fdba4	PUBWG_CAND_PUB_Seurat_de98c08fdba4	true		STACAS: Sub-Type Anchor Correction for Alignment in Seurat to integrate single-cell RNA-seq data	Massimo Andreatta;Santiago J. Carmona	10.1101/2020.06.15.152306	2020		method_paper	primary_method_reference	0.850	0	https://doi.org/10.1101/2020.06.15.152306	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2020.06.15.152306		
P1	Seurat	CAND_PUB_Seurat_e050d2f72ad8	PUBWG_CAND_PUB_Seurat_e050d2f72ad8	true		ShinyMultiome.UiO: An interactive open-source framework utilizing Seurat Objects for visualizing single-cell Multiomes	Akshay Akshay;Ankush Sharma;Ragnhild Eskeland	10.1101/2023.06.20.545756	2023		method_paper	primary_method_reference	0.850	0	https://doi.org/10.1101/2023.06.20.545756	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2023.06.20.545756		
P1	Seurat	CAND_PUB_Seurat_1a55f7f15352	PUBWG_CAND_PUB_Seurat_1a55f7f15352	true		scPipeline: A Wrapper for 'Seurat' and Related R Packages for End-to-End Single Cell Analysis	Viswanadham Sridhara	10.32614/cran.package.scpipeline	2025	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	0	https://doi.org/10.32614/cran.package.scpipeline	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.scpipeline		
P1	Harmony	CAND_PUB_Harmony_072fd76703cc	PUBWG_CAND_PUB_Harmony_072fd76703cc	true		Fast, sensitive, and accurate integration of single cell data with Harmony	Ilya Korsunsky;Jean Fan;Kamil Slowikowski;Fan Zhang;Kevin Wei;Yuriy Baglaenko;Michael Brenner;Po-Ru Loh;Soumya Raychaudhuri	10.1101/461954	2018		method_paper	primary_method_reference	0.850	108	https://doi.org/10.1101/461954	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/461954		
P1	Harmony	CAND_PUB_Harmony_7508d7d621bb	PUBWG_CAND_PUB_Harmony_7508d7d621bb	true		harmony: Fast, Sensitive, and Accurate Integration of Single Cell Data	Nikolaos Patikas;Hongcheng Yao;Ilya Korsunsky;Martin Hemberg;Nghia Millard;Jean Fan;Kamil Slowikowski;Soumya Raychaudhuri	10.32614/cran.package.harmony	2021	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	7	https://doi.org/10.32614/cran.package.harmony	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.harmony		
P1	Harmony	CAND_PUB_Harmony_fdefc5628ea6	PUBWG_CAND_PUB_Harmony_fdefc5628ea6	true		Achieving Harmony in Worldwide Stem Cell Policy?	Arthur Caplan;Peter Bürkli	10.1016/j.stem.2009.06.009	2009	Cell Stem Cell	method_paper	primary_method_reference	0.700	0	https://doi.org/10.1016/j.stem.2009.06.009	review_needed:review_needed	likely_noise	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; likely_name_collision_or_non_method_record; generic_or_common_tool_name_requires_disambiguation		publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1016/j.stem.2009.06.009		
P1	Harmony	CAND_PUB_Harmony_a3ff4431d8fa	PUBWG_CAND_PUB_Harmony_a3ff4431d8fa	true		C14. HARMONY IN HEALING: IMMUNE CELL CHOREGRAPHY OF LUNG INJURY AND REPAIR		10.1164/ajrccm-conference.2024.c14	2024		method_paper	primary_method_reference	0.700	0	https://doi.org/10.1164/ajrccm-conference.2024.c14	review_needed:review_needed	likely_noise	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; likely_name_collision_or_non_method_record; generic_or_common_tool_name_requires_disambiguation; missing_fields:authors	authors	publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.1164/ajrccm-conference.2024.c14		
P1	Scrublet	CAND_PUB_Scrublet_137a56b00546	PUBWG_CAND_PUB_Scrublet_137a56b00546	true		Scrublet: Computational Identification of Cell Doublets in Single-Cell Transcriptomic Data	Samuel L. Wolock;Romain Lopez;Allon M. Klein	10.1016/j.cels.2018.11.005	2019	Cell Systems	method_paper	primary_method_reference	0.850	2568	https://doi.org/10.1016/j.cels.2018.11.005	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1016/j.cels.2018.11.005		
P1	Scrublet	CAND_PUB_Scrublet_df8991a083db	PUBWG_CAND_PUB_Scrublet_df8991a083db	true		Vaeda computationally annotates doublets in single-cell RNA sequencing data	Hannah Schriever;Dennis Kostka	10.1101/2022.04.15.488440	2022		application_paper	application_evidence	0.400	0	https://doi.org/10.1101/2022.04.15.488440	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; preprint_or_preprint_like_source; supporting_record_type:application_paper; has DOI; contains preprint version; canonical candidate; group_size=1; has DOI; contains preprint version; supporting_record_type:application; supporting_paper_type:application_paper; weak_title_tool_alignment		application	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified; preprint_or_preprint_like_source; supporting_record_type:application_paper	1	has DOI; contains preprint version	crossref	https://doi.org/10.1101/2022.04.15.488440		
P1	Scrublet	CAND_PUB_Scrublet_cde57151d883	PUBWG_CAND_PUB_Scrublet_137a56b00546	false	CAND_PUB_Scrublet_137a56b00546	Scrublet: computational identification of cell doublets in single-cell transcriptomic data	Samuel L. Wolock;Romain Lopez;Allon M. Klein	10.1101/357368	2018		method_paper	primary_method_reference	0.850	32	https://doi.org/10.1101/357368	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/357368		
P1	DoubletFinder	CAND_PUB_DoubletFinder_03be3bc27cea	PUBWG_CAND_PUB_DoubletFinder_03be3bc27cea	true		DoubletFinder: Doublet Detection in Single-Cell RNA Sequencing Data Using Artificial Nearest Neighbors	Christopher S. McGinnis;Lyndsay M. Murrow;Zev J. Gartner	10.1016/j.cels.2019.03.003	2019	Cell Systems	method_paper	primary_method_reference	0.850	4035	https://doi.org/10.1016/j.cels.2019.03.003	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1016/j.cels.2019.03.003		
P1	DoubletFinder	CAND_PUB_DoubletFinder_10be5588515f	PUBWG_CAND_PUB_DoubletFinder_10be5588515f	true		Vaeda computationally annotates doublets in single-cell RNA sequencing data	Hannah Schriever;Dennis Kostka	10.1093/bioinformatics/btac720	2023	Bioinformatics	application_paper	application_evidence	0.400	7	https://doi.org/10.1093/bioinformatics/btac720	review_needed:review_needed	keep_candidate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; supporting_record_type:application_paper; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; supporting_record_type:application; supporting_paper_type:application_paper; weak_title_tool_alignment		application	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; supporting_record_type:application_paper	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1093/bioinformatics/btac720		
P1	DoubletFinder	CAND_PUB_DoubletFinder_337f4f369ca5	PUBWG_CAND_PUB_DoubletFinder_03be3bc27cea	false	CAND_PUB_DoubletFinder_03be3bc27cea	DoubletFinder: Doublet detection in single-cell RNA sequencing data using artificial nearest neighbors	Christopher S. McGinnis;Lyndsay M. Murrow;Zev J. Gartner	10.1101/352484	2018		method_paper	primary_method_reference	0.850	32	https://doi.org/10.1101/352484	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/352484		
P1	DoubletFinder	CAND_PUB_DoubletFinder_df8991a083db	PUBWG_CAND_PUB_DoubletFinder_10be5588515f	false	CAND_PUB_DoubletFinder_10be5588515f	Vaeda computationally annotates doublets in single-cell RNA sequencing data	Hannah Schriever;Dennis Kostka	10.1101/2022.04.15.488440	2022		application_paper	application_evidence	0.400	0	https://doi.org/10.1101/2022.04.15.488440	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; supporting_record_type:application_paper; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate; supporting_record_type:application; supporting_paper_type:application_paper; weak_title_tool_alignment		application	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; supporting_record_type:application_paper	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/2022.04.15.488440		
P1	SoupX	CAND_PUB_SoupX_5218c8e163d7	PUBWG_CAND_PUB_SoupX_5218c8e163d7	true		SoupX removes ambient RNA contamination from droplet-based single-cell RNA sequencing data	Matthew D Young;Sam Behjati	10.1093/gigascience/giaa151	2020	GigaScience	method_paper	primary_method_reference	0.850	1454	https://doi.org/10.1093/gigascience/giaa151	review_needed:review_needed	priority_review	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; canonical_suggestion_not_verified; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; canonical candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version		publication	pending	review_needed	review_needed	review_needed	candidate_only; duplicate_group_requires_manual_review; canonical_suggestion_not_verified	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1093/gigascience/giaa151		
P1	SoupX	CAND_PUB_SoupX_b1b2e2560c39	PUBWG_CAND_PUB_SoupX_b1b2e2560c39	true		SoupX: Single Cell mRNA Soup eXterminator		10.32614/cran.package.soupx	2020	CRAN: Contributed Packages	method_paper	primary_method_reference	0.700	0	https://doi.org/10.32614/cran.package.soupx	review_needed:review_needed	needs_manual_lookup	candidate_only; requires_human_review_before_formal_ingest; canonical_suggestion_not_verified; has DOI; contains non-preprint version; canonical candidate; group_size=1; has DOI; contains non-preprint version; missing_fields:authors	authors	publication	pending	review_needed	review_needed	review_needed	candidate_only; canonical_suggestion_not_verified	1	has DOI; contains non-preprint version	crossref	https://doi.org/10.32614/cran.package.soupx		
P1	SoupX	CAND_PUB_SoupX_12aef91cea09	PUBWG_CAND_PUB_SoupX_5218c8e163d7	false	CAND_PUB_SoupX_5218c8e163d7	SoupX removes ambient RNA contamination from droplet based single-cell RNA sequencing data	Matthew D Young;Sam Behjati	10.1101/303727	2018		method_paper	primary_method_reference	0.850	79	https://doi.org/10.1101/303727	review_needed:retrieval_only	likely_duplicate	candidate_only; requires_human_review_before_formal_ingest; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate candidate; group_size=2; distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version; duplicate_or_noncanonical_candidate		publication	pending	review_needed	review_needed	retrieval_only	candidate_only; duplicate_group_requires_manual_review; duplicate_suggestion_not_verified; preprint_or_preprint_like_source	2	distinct DOIs; title similarity max=1.00; author overlap max=1.00; contains preprint version; contains non-preprint version	crossref	https://doi.org/10.1101/303727		
P1	CellTypist	CAND_PUB_CellTypist_0ab6945053d3	PUBWG_CAND_PUB_CellTypist_0ab6945053d3	true		Cross-tissue immune cell analysis reveals tissue-specific features in humans	Cecilia Dominguez Conde;Chuan Xu;Laura B. Jarvis;Daniel B. Rainbow;Sarah B. Wells;Tiago Gomes;Sarah K. Howlett;Ondrej Suchanek;Krzysztof Polanski;Hamish W. King;Muzlifah Haniffa;Sarah A. Teichmann	10.1126/science.abl5197	2022	Science	method_paper	primary_method_reference	0.850		https://doi.org/10.1126/science.abl5197	manual_review	priority_review	candidate_only; requires_human_review_before_formal_ingest; manual authoritative seed; official CellTypist citation; DOI checked; contains non-preprint version; title does not contain tool name; weak_title_tool_alignment		publication	pending	review_needed				1	manual authoritative seed; official CellTypist citation; DOI checked; contains non-preprint version; title does not contain tool name	manual	https://doi.org/10.1126/science.abl5197		
P1	scVelo	CAND_PUB_scVelo_524cf1f1f80e	PUBWG_CAND_PUB_scVelo_524cf1f1f80e	true		Generalizing RNA velocity to transient cell states through dynamical modeling	Volker Bergen;Marius Lange;Stefan Peidli;F. Alexander Wolf;Fabian J. Theis	10.1038/s41587-020-0591-3	2020	Nature Biotechnology	method_paper	primary_method_reference	0.950		https://doi.org/10.1038/s41587-020-0591-3	manual_review	priority_review	candidate_only; requires_human_review_before_formal_ingest; manual authoritative seed; DOI checked; contains non-preprint version; weak_title_tool_alignment		publication	pending	review_needed				1	manual authoritative seed; DOI checked; contains non-preprint version	manual	https://doi.org/10.1038/s41587-020-0591-3		
